1;cdbd56c7 Mukul;4;0.14489;6;11.06616;2
2;0db5fc0c USYD_PRAZ;9.5;0.1387;3;7.56703;16
3;c3b8d4fc us3;10.5;0.13623;2;7.25136;19
4;388c6ccc Dileep;12.5;0.15111;14;9.35617;11
5;dd543bd7 Innovation Team (Mathco);14;0.15217;18;9.44453;10
6;515b11f9 Venu;14.5;0.14718;12;7.50642;17
7;7830dcbb Lucas test;17;0.12778;1;6.51439;33
8;4db767b2 Ram_M6;18.5;0.1519;17;7.24292;20
9;c25cdff0 Pansos Ponso;20;0.15481;35;10.13819;5
10;47dd8149 MyBloodyValentine;20.5;0.15324;26;7.84694;15
11;3b28f32c Shipwreck;30;0.1443;5;6.06006;55
12;190cb995 Placeholder;30.5;0.15248;21;6.27472;40
13;47dc617b gmobaz;31.5;0.15415;31;6.55745;32
14;cd597d34 StanekF_STU (CERGE-EI);34;0.1554;39;6.62228;29
14;c674f84b MORPHEMIC;34;0.1545;34;6.47701;34
16;96609938 JcBou;35;0.15998;69;11.06696;1
16;83b5b440 Orca_STU;35;0.15138;15;6.06006;55
18;3862cc83 Dull AI;35.5;0.14423;4;5.98891;67
18;5c7bb709 rnrq;35.5;0.15563;41;6.6189;30
20;f8fbd1bf Selamlar H.T.(Ataforecasting);39;0.15722;50;6.64715;28
21;1d3cd369 Big Short;42;0.14533;7;5.60435;77
21;c53b3306 TKIM;42;0.15564;42;6.17908;42
23;dcc0145b Stonks;43;0.15915;63;6.91811;23
24;3900b673 Stochoshi;44;0.14752;13;5.64764;75
25;1995b9c2 FunWithFlags;45.75;0.16;88.5;10.55158;3
26;bfd7c457 Minore;46;0.15996;68;6.91367;24
27;b1002bc9 AdaGaussMC_STU;46.5;0.15227;20;5.77215;73
28;d5c78bbc dummy;48.25;0.16;88.5;9.53618;8
29;121c1584 Blue and Gold;50.5;0.14653;10;4.99107;91
30;067500b1 FlashCrash;51;0.15963;66;6.42103;36
31;69b09543 WeakFactor;51.25;0.16;88.5;8.44045;14
32;014dbdb4 OMBeasts;52.5;0.1468;11;4.88535;94
33;1bdff261 Arnoud;54;0.15958;65;6.07154;43
34;b4dd7019 CUFE;56;0.15403;30;5.45103;82
35;db21f28b 21;57;0.15326;27;5.12327;87
36;dfb3c499 Navi;59;0.16128;112;9.81089;6
37;08986844 Peters_STU;59.5;0.15766;54;6.03285;65
38;787d2872 JaimeLluch;60;0.14538;8;4.08213;112
38;4cb8b66c Spoonman;60;0.16018;108;8.97761;12
40;d50c10cd Wallace;61;0.15777;56;5.99251;66
41;d64f73c2 Advanced Analytics Team;61.75;0.16;88.5;6.44444;35
42;b17cd734 OPPO XZ Lab;62;0.15574;43;5.48068;81
43;0cf24559 Equally Weighted;62.75;0.16;88.5;6.40764;37
44;c261b5c3 Alfa;63.75;0.16;88.5;6.32406;39
45;611c19d0 Chris Miles;64;0.15367;29;4.69826;99
45;1cd83ccc Hustlers;64;0.16085;110;7.3122;18
47;b3d7dbc2 ENJINE;64.5;0.15554;40;5.04628;89
48;60b1d9cc Pike Place Bets;66.5;0.15222;19;3.95802;114
49;41c16cc4 Felix_STU;68;0.15443;33;4.5418;103
50;d707cb75 M4-SL;69.5;0.16332;117;6.92959;22
51;15db49cb bingo;71.75;0.16;88.5;6.06006;55
51;b2b1cbc6 exdelphi;71.75;0.16;88.5;6.06006;55
51;2c78c015 flsck;71.75;0.16;88.5;6.06006;55
51;2c1cbbbf Fortuneteller;71.75;0.16;88.5;6.06006;55
51;3653df28 fright131;71.75;0.16;88.5;6.06006;55
51;2d729675 JackofAllTrades;71.75;0.16;88.5;6.06006;55
51;76fcf359 joechr_STU;71.75;0.16;88.5;6.06006;55
51;d04974fb jp_th;71.75;0.16;88.5;6.06006;55
51;dd8bb8b0 Jupayters;71.75;0.16;88.5;6.06006;55
51;880fbc83 lsa;71.75;0.16;88.5;6.06006;55
51;32cdcc24 M6 Dummy;71.75;0.16;88.5;6.06006;55
51;cc316613 pipixia;71.75;0.16;88.5;6.06006;55
51;1f4595d2 speer;71.75;0.16;88.5;6.06006;55
51;4bc7fc70 STATS-UFBA-STU;71.75;0.16;88.5;6.06006;55
51;34cf2f3f Team Sahand;71.75;0.16;88.5;6.06006;55
51;6193fbd1 vhs;71.75;0.16;88.5;6.06006;55
67;9b7bb959 LAIR;72;0.15818;59;5.37851;85
68;2bc96665 Command Line Heroes;72.5;0.15487;36;4.14492;109
68;cf2d56c6 Delta;72.5;0.16369;119;6.72545;26
68;d874631c wp;72.5;0.15847;61;5.38429;84
71;86458890 HMMBySJ;73;0.15846;60;5.14131;86
72;380c6343 PREMIA;73.5;0.15813;57;5.00689;90
72;7cb34dbb SebastianR;73.5;0.15259;22;2.9392;125
74;b4264c50 HTW Berlin;75.5;0.15159;16;1.81089;135
75;fb07c974 FabulousFab;76.5;0.16747;140;8.71727;13
76;db080390 mees_STU;79.5;0.15767;55;4.52705;104
76;31bb28c9 ouranos;79.5;0.15954;64;4.83364;95
78;05cd7224 ma7;80;0.15867;62;4.762;98
79;bc8c2b83 Simply MinVar;82.5;0.14648;9;-0.90211;156
80;b4977cb7 DLM_CX;84;0.15314;25;0.98608;143
81;bb1459bc baran_STU;85.5;0.15756;52;3.392;119
81;5f3cc21b garch_chen;85.5;0.15272;23;0.08856;148
83;1374c1f1 Lo Kheng Hong;86;0.16446;127;6.06114;45
84;9ddb66b4 FUW Patrol_STU;86.5;0.16952;146;6.67645;27
85;cd35061c demir;88.5;0.15758;53;3.06261;124
86;20fbd380 smart;89.5;0.1912;172;9.75195;7
87;d5571172 alsabtay;90;0.15647;47;1.87026;133
88;87852799 NAU;90.5;0.21696;177;10.19574;4
89;c29fbf4f idatafactory;91;0.15346;28;-0.56452;154
90;656bb49c BayesianIsFun;91.5;0.20075;174;9.45064;9
91;9d85d570 SEFA_SAGLAM;92.75;0.16;88.5;4.77469;97
92;9bf7ccb3 auto.arima and a dream;96.5;0.18442;168;6.84509;25
92;4b556c23 Up-and-Down;96.5;0.15499;38;-0.79067;155
