1;cd4803dc deathReaper0965;2.5;0.15221;2;11.23262;3
2;b3bbdb72 ankit;3.5;0.15306;5;11.44397;2
3;c8f498d2 OCI Forecasting Team;4.5;0.15476;8;11.6675;1
4;89c29b7d washi_wa_ou;7;0.15504;9;9.11551;5
5;d562f28c Super3;9.5;0.15731;15;10.2249;4
6;5f3cc21b garch_chen;10.5;0.15341;6;6.21731;15
7;6c0bc3bb ecmu_STU;14.5;0.15736;16;6.8981;13
8;709c0c35 Snaua;15.5;0.15504;10;5.41105;21
9;916fdfd9 TheRiskTakers;17.5;0.15836;26;7.38873;9
10;9b7bb959 LAIR;20.5;0.15914;35;9.02133;6
11;38c7fc7b MP - Miguel Pérez Michaus;21.5;0.15784;20;5.26114;23
12;b5188797 Cognitive outside;22;0.15746;17;4.95309;27
13;917cb964 aggrwl;23;0.1595;39;8.87823;7
14;d50c10cd Wallace;24;0.15295;4;2.65659;44
15;5257c582 GSub;27;0.15956;40;6.66376;14
15;4b556c23 Up-and-Down;27;0.15772;19;3.47959;35
17;263fb01c vikas;30.5;0.1579;21;3.02818;40
18;b4977cb7 DLM_CX;33.5;0.15287;3;-1.29106;64
19;d252b0cc Angel Lordan BCN;35;0.15917;36;3.53354;34
20;91716b78 RaduR;36;0.15984;41;4.36127;31
21;b57b89cd ott rush rush rush;38;0.16;64;6.91618;12
22;2ddbfd56 impulsive response;39;0.15767;18;0.16215;60
23;5004c81c Burakhan Sel_STU;39.5;0.15797;22;0.35448;57
23;cfd8f183 Dan;39.5;0.15913;33;1.91479;46
23;b42b1297 deffro;39.5;0.15921;37;2.79149;42
26;68184fcd Sigma Grindset;46;0.16;64;4.93879;28
26;20fbd380 smart;46;0.15;1;-4.20893;91
28;b6b963b5 ds;48.5;0.16;64;3.9171;33
29;cd35061c demir;50;0.1565;13;-4.09784;87
29;c25cdff0 Pansos Ponso;50;0.15798;23;-3.27112;77
31;db21f28b 21;51;0.15828;24;-3.3471;78
32;b17cd734 OPPO XZ Lab;53;0.15908;31;-3.07886;75
33;bc9c8c4c geo;55.5;0.16;64;1.80981;47
33;c674f84b MORPHEMIC;55.5;0.15933;38;-2.87676;73
35;c47b9db1 Numerical Stochastics;58;0.1615;106;7.25443;10
36;dcc4c022 Porto ( Serafettin Gunes ) ;61;0.16;64;0.2105;58
37;b875c91c Alcácer;61.5;0.16119;101;5.40321;22
37;08986844 Peters_STU;61.5;0.15828;25;-4.39698;98
39;07c9170b Dream Team;63.5;0.16097;98;4.86933;29
39;db080390 mees_STU;63.5;0.16356;116;7.2078;11
41;14cbb019 NEOMABS_STU;64;0.15565;11;-4.87681;117
42;bb1459bc baran_STU;65.5;0.16227;112;5.78523;19
43;d5571172 alsabtay;66;0.16469;124;7.9138;8
44;f250dfc3 AM naïve;68;0.16416;119;6.01642;17
45;2b8b032c AEML_Inha;68.5;0.1608;96;3.00396;41
46;dcc0145b Stonks;69;0.15995;43;-4.33432;95
47;d10b6093 srrsrr;71.5;0.16;64;-3.3534;79
48;3d227c13 Spyros M;72;0.16;64;-3.44369;80
49;f8fbd1bf Selamlar H.T.(Ataforecasting);74.5;0.16526;129;5.54842;20
50;b974c16c Airlab;75;0.16;64;-4.06672;86
51;1995b9c2 FunWithFlags;77;0.16;64;-4.18255;90
52;47dc617b gmobaz;78.5;0.15873;28;-5.0765;129
52;d13904b7 ST18_STU;78.5;0.16;64;-4.29962;93
54;1240bcc8 cn ccc;80;0.16298;115;2.28956;45
55;c29fbf4f idatafactory;81;0.1559;12;-5.273;150
56;5fbf807c Guy in NYC;82;0.16;64;-4.4545;100
57;d707cb75 M4-SL;85.5;0.16097;99;-2.76522;72
57;9d85d570 SEFA_SAGLAM;85.5;0.16;64;-4.59757;107
59;9bf7ccb3 auto.arima and a dream;87.5;0.15443;7;-5.3208;168
60;0102b20c Apollo;88;0.17529;160;6.14046;16
60;644389bc lifters;88;0.16235;113;-0.55572;63
60;ccb2bfb9 Quantmetry;88;0.16625;133;2.67872;43
63;66752bbc Inve$t;89;0.16523;128;1.10309;50
64;0cf24559 Equally Weighted;91.5;0.16;64;-4.92912;119
65;067500b1 FlashCrash;92.5;0.16043;91;-4.33051;94
66;380c6343 PREMIA;95;0.16155;107;-3.84172;83
67;41c16cc4 Felix_STU;95.5;0.16583;130;0.14336;61
68;84d63b80 forengeeks;96;0.16;64;-5.05818;128
69;856618c2 aaron1339;97.5;0.16;64;-5.11717;131
69;71b47b97 microprediction.org;97.5;0.15909;32;-5.2749;163
69;cf2d56c6 Delta;97.5;0.16515;127;-2.1513;68
72;c261b5c3 Alfa;99;0.16;64;-5.19323;134
72;7589718c DeepFuture;99;0.18735;166;3.99173;32
74;dfb3c499 Navi;101;0.16044;92;-4.68856;110
