1;cfd8f183 Dan;3.5;0.1518;3;5.7806;4
2;c47b9db1 Numerical Stochastics;4.5;0.1435;1;4.66739;8
3;c29fbf4f idatafactory;5.5;0.15183;4;4.76768;7
4;0db5fc0c USYD_PRAZ;13;0.14739;2;2.22925;24
5;9b7bb959 LAIR;18.5;0.15669;22;3.51432;15
6;b5188797 Cognitive outside;19;0.1555;11;2.07536;27
7;b875c91c Alcácer;19.5;0.15696;28;4.08011;11
8;b4dd7019 CUFE;24;0.15242;6;0.00669;42
9;709c0c35 Snaua;25;0.15756;32;3.30922;18
10;4b556c23 Up-and-Down;30.5;0.15494;9;-0.83273;52
11;1240bcc8 cn ccc;32;0.15826;45;3.22858;19
12;91716b78 RaduR;33.5;0.1583;46;2.86363;21
13;d874631c wp;36;0.15302;7;-1.81947;65
14;bbf60ff1 Handel;37;0.15786;39;1.06132;35
15;611c19d0 Chris Miles;38;0.15783;38;0.80719;38
16;b4977cb7 DLM_CX;39.5;0.15694;26;-0.88209;53
16;f8fbd1bf Selamlar H.T.(Ataforecasting);39.5;0.15777;36;-0.00753;43
18;db080390 mees_STU;41.5;0.15557;12;-2.17716;71
19;014dbdb4 OMBeasts;42.5;0.15619;18;-1.94287;67
19;c53b3306 TKIM;42.5;0.1524;5;-2.62698;80
21;5fbf807c Guy in NYC;43.25;0.16;83.5;6.17659;3
22;c674f84b MORPHEMIC;43.5;0.15651;21;-1.92085;66
23;d252b0cc Angel Lordan BCN;44;0.15772;34;-0.92157;54
24;644389bc lifters;44.5;0.15632;19;-2.11447;70
24;c25cdff0 Pansos Ponso;44.5;0.15419;8;-2.63561;81
24;203bb693 SKIZIODS;44.5;0.15996;66;2.55184;23
27;08986844 Peters_STU;45;0.15694;27;-1.7591;63
28;5f3cc21b garch_chen;46.5;0.15724;29;-1.8161;64
29;bc8c2b83 Simply MinVar;47.5;0.15571;13;-2.66007;82
30;787d2872 JaimeLluch;49;0.15799;42;-1.30846;56
30;7cb34dbb SebastianR;49;0.15548;10;-2.89117;88
32;bb1459bc baran_STU;51;0.15818;43;-1.42929;59
33;25db2913 Can't spell Gratitude without Guacamole;51.75;0.16;83.5;3.11412;20
34;b6b963b5 ds;52.75;0.16;83.5;2.5801;22
35;4db767b2 Ram_M6;53.5;0.15683;24;-2.7555;83
36;2f030cc5 Sushant;54.25;0.16;83.5;2.1898;25
37;b57b89cd ott rush rush rush;55.75;0.16;83.5;1.99441;28
38;917cb964 aggrwl;56.5;0.1589;51;-1.70257;62
39;d5571172 alsabtay;58;0.15686;25;-2.95063;91
40;856618c2 aaron1339;58.25;0.16;83.5;1.12244;33
41;c9b02591 ol;59;0.16028;102;3.49322;16
41;89c29b7d washi_wa_ou;59;0.15943;58;-1.50025;60
43;b42b1297 deffro;62;0.16128;112;3.96156;12
44;3bdbc3c0 Fred Viole;63.5;0.16131;113;3.57729;14
45;d10b6093 srrsrr;63.75;0.16;83.5;-0.03375;44
46;3862cc83 Dull AI;64;0.15949;60;-1.96184;68
47;921f735d PortfolioQuant;64.5;0.15931;56;-2.24485;73
48;dcc4c022 Porto ( Serafettin Gunes ) ;66;0.15973;63;-2.05772;69
49;015c8cbd Kiwi;67;0.15635;20;-4.02626;114
50;b1002bc9 AdaGaussMC_STU;67.5;0.1578;37;-3.44715;98
51;2b8b032c AEML_Inha;68.5;0.16094;108;1.94271;29
51;104bc1c3 PolarisAI;68.5;0.16581;135;6.64491;2
53;9d85d570 SEFA_SAGLAM;69.25;0.16;83.5;-1.13326;55
54;84d63b80 forengeeks;71;0.16557;133;4.61379;9
55;cd35061c demir;72.5;0.16142;115;1.93367;30
56;bbb3c357 Galloping Gargoyles;74.5;0.16665;139;4.48885;10
57;8c13bdf6 Probabilistic Forecaster _STU;76.5;0.16066;104;-0.32351;49
58;db21f28b 21;77;0.15822;44;-3.91543;110
58;31bb28c9 ouranos;77;0.15995;65;-2.90058;89
60;5c7bb709 rnrq;79.5;0.15903;52;-3.81886;107
61;263fb01c vikas;80;0.1619;121;0.8019;39
62;dfcb064c hm2200;82;0.17088;147;3.35722;17
63;bc4b0314 MarcoGorelli (????? ???????!);83.5;0.15598;16;-4.37623;151
64;c34d255b MM_STU;84.75;0.16;83.5;-2.82732;86
65;7b0d1f9c SCOLO MORA;85.5;0.15676;23;-4.31031;148
66;71b47b97 microprediction.org;86.5;0.15754;31;-4.20703;142
66;60b1d9cc Pike Place Bets;86.5;0.16246;127;-0.14862;46
68;fb07c974 FabulousFab;87.5;0.16559;134;0.18727;41
69;1374c1f1 Lo Kheng Hong;88;0.15616;17;-4.4396;159
70;bc9c8c4c geo;88.25;0.16;83.5;-3.00327;93
71;dd543bd7 Innovation Team (Mathco);88.5;0.16144;116;-1.52113;61
