1;cf2d56c6 Delta;2;0.1507;2;4.80094;2
2;5004c81c Burakhan Sel_STU;14;0.15377;21;3.9289;7
3;dcc4c022 Porto ( Serafettin Gunes ) ;16.5;0.15452;27;4.25641;6
4;d707cb75 M4-SL;20;0.15107;6;1.66218;34
5;5257c582 GSub;28.5;0.15596;37;2.76942;20
5;7cb34dbb SebastianR;28.5;0.15615;38;2.77517;19
7;66bf6bbb Da Time Bendahs;30;0.15098;4;0.90894;56
7;1374c1f1 Lo Kheng Hong;30;0.15268;17;1.13458;43
7;dd807d74 noname;30;0.15471;29;1.78508;31
10;bfd7c457 Minore;31;0.15844;58;4.34102;4
11;7b0d1f9c SCOLO MORA;31.5;0.15107;5;0.84179;58
12;73bc982d #mahsa_amini;32;0.15451;26;1.49096;38
13;66c4f4fd M6 Team RU;34;0.15176;11;0.90304;57
14;736b013f Eren_STU;35;0.15671;41;1.98951;29
15;f8fbd1bf Selamlar H.T.(Ataforecasting);36;0.15759;50;2.55856;22
16;66752bbc Inve$t;38;0.15767;53;2.52764;23
16;71b47b97 microprediction.org;38;0.15518;34;1.16746;42
16;380c6343 PREMIA;38;0.15923;62;3.15789;14
19;38c7fc7b MP - Miguel Pérez Michaus;38.5;0.15441;24;0.92968;53
19;0b1bfb9c T;38.5;0.15891;61;2.86989;16
21;2b8b032c AEML_Inha;40;0.1596;67;3.28076;13
22;cd597d34 StanekF_STU (CERGE-EI);45;0.15352;20;0.64145;70
23;05cd7224 ma7;46;0.15935;66;2.1454;26
24;1d3cd369 Big Short;48.5;0.16;92;4.29923;5
25;c8f498d2 OCI Forecasting Team;50.5;0.15577;36;0.77364;65
25;4db767b2 Ram_M6;50.5;0.15876;60;1.20845;41
27;14cbb019 NEOMABS_STU;51.5;0.16;92;3.63182;11
27;3900b673 Stochoshi;51.5;0.15961;68;1.65603;35
29;07c9170b Dream Team;53.5;0.16;92;3.02146;15
29;68b86572 Gram;53.5;0.15814;56;0.94204;51
31;91716b78 RaduR;57.5;0.14988;1;0.49476;114
32;63cd6976 EGA;58.5;0.16;92;2.32989;25
33;bccf94bb namaste_STU;61;0.15225;13;0.56466;109
34;9b7bb959 LAIR;62.5;0.15721;46;0.58929;79
35;5c0347cc cantabrigian;64;0.15197;12;0.47774;116
35;d13904b7 ST18_STU;64;0.16;92;1.5954;36
37;69b09543 WeakFactor;64.5;0.16;92;1.55772;37
38;dd543bd7 Innovation Team (Mathco);67;0.15925;63;0.63621;71
39;c34d255b MM_STU;68.5;0.16;92;1.09533;45
40;3bdbc3c0 Fred Viole;69.5;0.16311;138;6.1414;1
41;47dc617b gmobaz;70;0.15447;25;0.4882;115
42;5fbf807c Guy in NYC;70.5;0.16;92;0.99091;49
43;8cd1270d 11-17;71;0.16;92;0.98409;50
43;31bb28c9 ouranos;71;0.15926;64;0.59283;78
45;cdbd56c7 Mukul;71.5;0.16362;140;4.45788;3
46;1240bcc8 cn ccc;72;0.16055;120;2.44066;24
47;d874631c wp;75;0.15302;19;0.11585;131
48;1995b9c2 FunWithFlags;75.5;0.16;92;0.84062;59
49;bc9c8c4c geo;80;0.16;92;0.65446;68
50;f250dfc3 AM naïve;80.5;0.15382;22;0.00159;139
51;8517db02 stats_people;81.75;0.15678;42.5;0.33981;121
52;b4977cb7 DLM_CX;82.5;0.1528;18;-0.33454;147
52;bc4b0314 MarcoGorelli (????? ???????!);82.5;0.16028;117;1;48
52;b17cd734 OPPO XZ Lab;82.5;0.1573;47;0.42951;118
55;c261b5c3 Alfa;83;0.16;92;0.60722;74
56;0db5fc0c USYD_PRAZ;83.5;0.16206;135;1.75705;32
57;d5c78bbc dummy;84;0.16;92;0.59827;76
57;86458890 HMMBySJ;84;0.15256;15;-0.42257;153
59;bcb7f00b Simon;84.5;0.16263;136;1.70541;33
60;db21f28b 21;85;0.15515;33;0.05992;137
61;bc8c2b83 Simply MinVar;87;0.16494;144;1.85277;30
62;c674f84b MORPHEMIC;88;0.15761;51;0.2349;125
63;b4dd7019 CUFE;88.5;0.16174;133;1.09978;44
63;067500b1 FlashCrash;88.5;0.16264;137;1.35872;40
63;c25cdff0 Pansos Ponso;88.5;0.15431;23;-0.44398;154
66;b5188797 Cognitive outside;91;0.15669;40;-0.16121;142
66;644389bc lifters;91;0.15169;10;-0.89097;172
68;b1002bc9 AdaGaussMC_STU;91.5;0.15688;45;0.04747;138
69;bbb3c357 Galloping Gargoyles;92;0.15743;49;0.07933;135
69;1d06b200 Team_Finfluers;92;0.15164;9;-1.06814;175
71;619c4b98 QuantFreaks;92.5;0.16976;158;2.02757;27
72;15db49cb bingo;93;0.16;92;0.57001;94
72;1cc29c68 BusiMath;93;0.16;92;0.57001;94
72;b2b1cbc6 exdelphi;93;0.16;92;0.57001;94
72;2c78c015 flsck;93;0.16;92;0.57001;94
72;481d2b9c Forecast;93;0.16;92;0.57001;94
72;2c1cbbbf Fortuneteller;93;0.16;92;0.57001;94
72;3653df28 fright131;93;0.16;92;0.57001;94
72;dfcb064c hm2200;93;0.16;92;0.57001;94
72;2d729675 JackofAllTrades;93;0.16;92;0.57001;94
72;76fcf359 joechr_STU;93;0.16;92;0.57001;94
72;d04974fb jp_th;93;0.16;92;0.57001;94
72;dd8bb8b0 Jupayters;93;0.16;92;0.57001;94
72;880fbc83 lsa;93;0.16;92;0.57001;94
72;32cdcc24 M6 Dummy;93;0.16;92;0.57001;94
72;cc316613 pipixia;93;0.16;92;0.57001;94
72;1f4595d2 speer;93;0.16;92;0.57001;94
72;4cb8b66c Spoonman;93;0.16;92;0.57001;94
72;4bc7fc70 STATS-UFBA-STU;93;0.16;92;0.57001;94
72;34cf2f3f Team Sahand;93;0.16;92;0.57001;94
72;6193fbd1 vhs;93;0.16;92;0.57001;94
92;b875c91c Alcácer;93.5;0.15252;14;-0.93966;173
